Abbreviation	Description	Charged formula	Charge	Compartment	KEGG ID	ChEBI ID
s_0312[c]	5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide [cytoplasm]	C15H21N5O15P2	-4	cytoplasm	C04916	CHEBI:58525
s_0313[c]	5-amino-6-(5-phosphoribitylamino)uracil [cytoplasm]	C9H15N4O9P	-2	cytoplasm	C04454	CHEBI:58421
s_0314[c]	5-amino-6-(D-ribitylamino)uracil [cytoplasm]	C9H16N4O6	0	cytoplasm	C04732	CHEBI:15934
s_0315[c]	5-aminolevulinate [cytoplasm]	C5H9NO3	0	cytoplasm	C00430	CHEBI:17549
s_0316[e]	5-aminolevulinate [extracellular]	C5H9NO3	0	extracellular	C00430	CHEBI:17549
s_0317[m]	5-aminolevulinate [mitochondrion]	C5H9NO3	0	mitochondrion	C00430	CHEBI:17549
s_0318[c]	5-diphospho-1D-myo-inositol pentakisphosphate [cytoplasm]	C6H6O27P7	-13	cytoplasm	C11526	CHEBI:58628
s_0319[c]	5-formyltetrahydrofolic acid [cytoplasm]	C20H21N7O7	-2	cytoplasm	C03479	CHEBI:57457
s_0320[e]	5-formyltetrahydrofolic acid [extracellular]	C20H21N7O7	-2	extracellular	C03479	CHEBI:57457
s_0321[m]	5-formyltetrahydrofolic acid [mitochondrion]	C20H21N7O7	-2	mitochondrion	C03479	CHEBI:57457
s_0322[c]	5-methyltetrahydrofolate [cytoplasm]	C20H23N7O6	-2	cytoplasm	C00440	CHEBI:18608
s_0323[c]	5-methyltetrahydropteroyltri-L-glutamic acid [cytoplasm]	C30H35N9O12	-4	cytoplasm	C04489	CHEBI:58207
s_0324[c]	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid [cytoplasm]	C10H9O10P	-4	cytoplasm	C01269	CHEBI:57701
s_0325[c]	5-phospho-ribosyl-glycineamide [cytoplasm]	C7H14N2O8P	-1	cytoplasm	C03838	CHEBI:58457
s_0326[c]	5-phosphoribosyl-ATP [cytoplasm]	C15H19N5O20P4	-6	cytoplasm	C02739	CHEBI:58424
s_0327[c]	5-phosphoribosylamine [cytoplasm]	C5H11NO7P	-1	cytoplasm	C03090	CHEBI:58681
s_0328[c]	6,7-dimethyl-8-(1-D-ribityl)lumazine [cytoplasm]	C13H17N4O6	-1	cytoplasm	C04332	CHEBI:58201
s_0329[er]	6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol [endoplasmic reticulum]	C17H28NO17PR2	0	endoplasmic reticulum	C04248	CHEBI:17049
s_0330[er]	6-(alpha-D-glucosaminyl)-O-acyl-1-phosphatidyl-1D-myo-inositol [endoplasmic reticulum]		0	endoplasmic reticulum		CHEBI:53055
s_0331[er]	6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol [endoplasmic reticulum]	C19H29NO18PR2	-1	endoplasmic reticulum	C01288	CHEBI:57265
s_0332[er]	6-[6-(2-aminoethylphosphoryl)-alpha-mannosyl-(1->6)-2-(2-aminoethylphosphoryl)-alpha-mannosyl-(1->6)-alpha-2-(2-aminoethylphosphoryl)mannosyl-(1->4)-alpha-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol [endoplasmic reticulum]	(GlcN)1 (Ino(acyl)-P)1 (Man)3 (EtN)2 (P)2	0	endoplasmic reticulum		CHEBI:53060
s_0333[c]	6-diphospho-1D-myo-inositol pentakisphosphate [cytoplasm]	C6H19O27P7	0	cytoplasm		CHEBI:53065
s_0334[er]	6-O-[alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol [endoplasmic reticulum]		0	endoplasmic reticulum		CHEBI:53056
s_0335[c]	6-O-phosphono-D-glucono-1,5-lactone [cytoplasm]	C6H9O9P	-2	cytoplasm	C01236	CHEBI:57955
s_0337[er]	6-O-{2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol [endoplasmic reticulum]		0	endoplasmic reticulum		CHEBI:53057
s_0338[er]	6-O-{alpha-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol [endoplasmic reticulum]		0	endoplasmic reticulum		CHEBI:53059
s_0339[er]	6-O-{alpha-D-mannosyl-(1->6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol [endoplasmic reticulum]		0	endoplasmic reticulum		CHEBI:53058
s_0340[c]	6-phospho-D-gluconate [cytoplasm]	C6H10O10P	-3	cytoplasm	C00345	CHEBI:58759
s_0341[c]	7,8-diaminononanoate [cytoplasm]	C9H19N2O2	-1	cytoplasm	C01037	CHEBI:17830
s_0342[e]	7,8-diaminononanoate [extracellular]	C9H19N2O2	-1	extracellular	C01037	CHEBI:17830
s_0343[c]	7,8-dihydroneopterin [cytoplasm]	C9H13N5O4	0	cytoplasm	C04874	CHEBI:17001
s_0344[m]	7,8-dihydroneopterin [mitochondrion]	C9H13N5O4	0	mitochondrion	C04874	CHEBI:17001
s_0345[c]	7,8-dihydroneopterin 3'-phosphate [cytoplasm]	C9H12N5O7P	-2	cytoplasm	C05925	CHEBI:58762
s_0346[c]	7,8-dihydroneopterin 3'-triphosphate [cytoplasm]	C9H12N5O13P3	-4	cytoplasm	C04895	CHEBI:58462
s_0347[c]	7,8-dihydropteroate [cytoplasm]	C14H13N6O3	-1	cytoplasm	C00921	CHEBI:17839
s_0348[m]	7,8-dihydropteroate [mitochondrion]	C14H13N6O3	-1	mitochondrion	C00921	CHEBI:17839
s_0349[c]	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid [cytoplasm]	C7H10O10P	-3	cytoplasm	C04691	CHEBI:58394
s_0350[m]	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid [mitochondrion]	C7H10O10P	-3	mitochondrion	C04691	CHEBI:58394
s_0352[c]	8-amino-7-oxononanoate [cytoplasm]	C9H17NO3	0	cytoplasm	C01092	CHEBI:15830
s_0354[e]	8-amino-7-oxononanoate [extracellular]	C9H17NO3	0	extracellular	C01092	CHEBI:15830
s_0357[c]	9H-xanthine [cytoplasm]	C5H4N4O2	0	cytoplasm	C00385	CHEBI:17712
s_0358[e]	9H-xanthine [extracellular]	C5H4N4O2	0	extracellular	C00385	CHEBI:17712
s_0359[c]	acetaldehyde [cytoplasm]	C2H4O	0	cytoplasm	C00084	CHEBI:15343
s_0360[e]	acetaldehyde [extracellular]	C2H4O	0	extracellular	C00084	CHEBI:15343
s_0361[m]	acetaldehyde [mitochondrion]	C2H4O	0	mitochondrion	C00084	CHEBI:15343
s_0362[c]	acetate [cytoplasm]	C2H3O2	-1	cytoplasm	C00033	CHEBI:30089
s_0363[er]	acetate [endoplasmic reticulum]	C2H3O2	-1	endoplasmic reticulum	C00033	CHEBI:30089
s_0364[e]	acetate [extracellular]	C2H3O2	-1	extracellular	C00033	CHEBI:30089
s_0365[m]	acetate [mitochondrion]	C2H3O2	-1	mitochondrion	C00033	CHEBI:30089
s_0366[n]	acetate [nucleus]	C2H3O2	-1	nucleus	C00033	CHEBI:30089
s_0367[c]	acetoacetyl-CoA [cytoplasm]	C25H36N7O18P3S	-4	cytoplasm	C00332	CHEBI:57286
s_0370[m]	acetoacetyl-CoA [mitochondrion]	C25H36N7O18P3S	-4	mitochondrion	C00332	CHEBI:57286
s_0372[m]	acetyl-ACP [mitochondrion]	C2H3OSR	0	mitochondrion	C03939	CHEBI:17093
s_0373[c]	acetyl-CoA [cytoplasm]	C23H34N7O17P3S	-4	cytoplasm	C00024	CHEBI:57288
s_0376[m]	acetyl-CoA [mitochondrion]	C23H34N7O17P3S	-4	mitochondrion	C00024	CHEBI:57288
s_0377[n]	acetyl-CoA [nucleus]	C23H34N7O17P3S	-4	nucleus	C00024	CHEBI:57288
s_0378[p]	acetyl-CoA [peroxisome]	C23H34N7O17P3S	-4	peroxisome	C00024	CHEBI:57288
s_0383[c]	adenine [cytoplasm]	C5H5N5	0	cytoplasm	C00147	CHEBI:16708
s_0384[e]	adenine [extracellular]	C5H5N5	0	extracellular	C00147	CHEBI:16708
s_0385[m]	adenine [mitochondrion]	C5H5N5	0	mitochondrion	C00147	CHEBI:16708
s_0386[c]	adenosine [cytoplasm]	C10H13N5O4	0	cytoplasm	C00212	CHEBI:16335
s_0387[e]	adenosine [extracellular]	C10H13N5O4	0	extracellular	C00212	CHEBI:16335
s_0389[c]	adenosine 2'-phosphate [cytoplasm]	C10H14N5O7P	0	cytoplasm	C00946	CHEBI:28223
s_0390[c]	adenosine 3',5'-bismonophosphate [cytoplasm]	C10H11N5O10P2	-4	cytoplasm	C00054	CHEBI:58343
s_0391[e]	adenosine 3',5'-bismonophosphate [extracellular]	C10H11N5O10P2	-4	extracellular	C00054	CHEBI:58343
s_0392[m]	adenosine 3',5'-bismonophosphate [mitochondrion]	C10H11N5O10P2	-4	mitochondrion	C00054	CHEBI:58343
s_0393[c]	adenylo-succinate [cytoplasm]	C14H14N5O11P	-4	cytoplasm	C03794	CHEBI:57567
s_0394[c]	ADP [cytoplasm]	C10H12N5O10P2	-3	cytoplasm	C00008	CHEBI:456216
s_0395[er]	ADP [endoplasmic reticulum]	C10H12N5O10P2	-3	endoplasmic reticulum	C00008	CHEBI:456216
s_0397[m]	ADP [mitochondrion]	C10H12N5O10P2	-3	mitochondrion	C00008	CHEBI:456216
s_0398[n]	ADP [nucleus]	C10H12N5O10P2	-3	nucleus	C00008	CHEBI:456216
s_0399[p]	ADP [peroxisome]	C10H12N5O10P2	-3	peroxisome	C00008	CHEBI:456216
s_0402[n]	ADP-ribose [nucleus]	C15H21N5O14P2	-2	nucleus	C00301	CHEBI:57967
s_0403[c]	AICAR [cytoplasm]	C9H13N4O8P	-2	cytoplasm	C04677	CHEBI:58475
s_0404[c]	Ala-tRNA(Ala) [cytoplasm]	C3H6NOR	0	cytoplasm	C00886	CHEBI:17732
s_0405[c]	allantoate [cytoplasm]	C4H7N4O4	-1	cytoplasm	C00499	CHEBI:17536
s_0406[e]	allantoate [extracellular]	C4H7N4O4	-1	extracellular	C00499	CHEBI:17536
s_0407[c]	allantoin [cytoplasm]	C4H6N4O3	0	cytoplasm	C01551	CHEBI:15676
s_0408[e]	allantoin [extracellular]	C4H6N4O3	0	extracellular	C01551	CHEBI:15676
s_0409[c]	alpha,alpha-trehalose 6-phosphate [cytoplasm]	C12H21O14P	-2	cytoplasm	C00689	CHEBI:58429
s_0410[c]	alpha-D-galactose 1-phosphate [cytoplasm]	C6H11O9P	-2	cytoplasm	C00446	CHEBI:58336
s_0411[c]	alpha-D-glucosamine 1-phosphate [cytoplasm]	C6H13NO8P	-1	cytoplasm	C06156	CHEBI:58516
s_0412[c]	alpha-D-glucosamine 6-phosphate [cytoplasm]	C6H14NO8P	0	cytoplasm	C00352	CHEBI:15873
s_0413[e]	alpha-D-glucosamine 6-phosphate [extracellular]	C6H14NO8P	0	extracellular	C00352	CHEBI:15873
s_0414[g]	alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol [Golgi]	C38H68N2O27P2(C5H8)n	0	Golgi	C05861	CHEBI:28067
s_0415[c]	alpha-D-ribose 1-phosphate(2-) [cytoplasm]	C5H9O8P	-2	cytoplasm	C00620	CHEBI:57720
s_0416[m]	alpha-D-ribose 1-phosphate(2-) [mitochondrion]	C5H9O8P	-2	mitochondrion	C00620	CHEBI:57720
s_0417[c]	aminoacetaldehyde [cytoplasm]	C2H6NO	1	cytoplasm	C06735	CHEBI:58213
s_0418[c]	aminoacetone [cytoplasm]	C3H8NO	1	cytoplasm	C01888	CHEBI:58320
s_0419[c]	ammonium [cytoplasm]	H4N	1	cytoplasm	C01342	CHEBI:28938
s_0420[e]	ammonium [extracellular]	H4N	1	extracellular	C01342	CHEBI:28938
s_0421[m]	ammonium [mitochondrion]	H4N	1	mitochondrion	C01342	CHEBI:28938
s_0423[c]	AMP [cytoplasm]	C10H12N5O7P	-2	cytoplasm	C00020	CHEBI:456215
s_0424[m]	AMP [mitochondrion]	C10H12N5O7P	-2	mitochondrion	C00020	CHEBI:456215
s_0425[n]	AMP [nucleus]	C10H12N5O7P	-2	nucleus	C00020	CHEBI:456215
s_0426[p]	AMP [peroxisome]	C10H12N5O7P	-2	peroxisome	C00020	CHEBI:456215
s_0427[c]	anthranilate [cytoplasm]	C7H6NO2	-1	cytoplasm	C00108	CHEBI:16567
s_0428[c]	Arg-tRNA(Arg) [cytoplasm]	C6H14N4OR	0	cytoplasm	C02163	CHEBI:18366
s_0429[m]	Arg-tRNA(Arg) [mitochondrion]	C6H14N4OR	0	mitochondrion	C02163	CHEBI:18366
s_0430[c]	Asn-tRNA(Asn) [cytoplasm]	C4H7N2O2R	0	cytoplasm	C03402	CHEBI:29265
s_0431[m]	Asn-tRNA(Asn) [mitochondrion]	C4H7N2O2R	0	mitochondrion	C03402	CHEBI:29265
s_0432[c]	Asp-tRNA(Asp) [cytoplasm]	C4H5NO3R	0	cytoplasm	C02984	CHEBI:29158
s_0433[m]	Asp-tRNA(Asp) [mitochondrion]	C4H5NO3R	0	mitochondrion	C02984	CHEBI:29158
s_0434[c]	ATP [cytoplasm]	C10H12N5O13P3	-4	cytoplasm	C00002	CHEBI:30616
s_0435[er]	ATP [endoplasmic reticulum]	C10H12N5O13P3	-4	endoplasmic reticulum	C00002	CHEBI:30616
s_0437[m]	ATP [mitochondrion]	C10H12N5O13P3	-4	mitochondrion	C00002	CHEBI:30616
s_0438[n]	ATP [nucleus]	C10H12N5O13P3	-4	nucleus	C00002	CHEBI:30616
s_0439[p]	ATP [peroxisome]	C10H12N5O13P3	-4	peroxisome	C00002	CHEBI:30616
s_0441[c]	beta-alanine [cytoplasm]	C3H7NO2	0	cytoplasm	C00099	CHEBI:16958
s_0442[c]	beta-D-fructose 2,6-bisphosphate [cytoplasm]	C6H10O12P2	-4	cytoplasm	C00665	CHEBI:58579
s_0443[c]	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol [cytoplasm]	C32H58N2O22P2(C5H8)n	0	cytoplasm	C05860	CHEBI:18396
s_0444[g]	beta-D-mannosyldiacetylchitobiosyldiphosphodolichol [Golgi]	C32H58N2O22P2(C5H8)n	0	Golgi	C05860	CHEBI:18396
s_0445[c]	bicarbonate [cytoplasm]	CHO3	-1	cytoplasm	C00288	CHEBI:17544
s_0446[e]	bicarbonate [extracellular]	CHO3	-1	extracellular	C00288	CHEBI:17544
s_0447[m]	bicarbonate [mitochondrion]	CHO3	-1	mitochondrion	C00288	CHEBI:17544
s_0448[n]	bicarbonate [nucleus]	CHO3	-1	nucleus	C00288	CHEBI:17544
s_0450[c]	biomass [cytoplasm]		0	cytoplasm		
s_0451[c]	biotin [cytoplasm]	C10H15N2O3S	-1	cytoplasm	C00120	CHEBI:57586
s_0452[e]	biotin [extracellular]	C10H15N2O3S	-1	extracellular	C00120	CHEBI:57586
s_0453[c]	biotinyl-5'-AMP [cytoplasm]	C20H27N7O9PS	-1	cytoplasm	C05921	CHEBI:62414
s_0454[m]	but-1-ene-1,2,4-tricarboxylic acid [mitochondrion]	C7H5O6	-3	mitochondrion	C04002	CHEBI:58174
s_0455[c]	carbamoyl phosphate [cytoplasm]	CH2NO5P	-2	cytoplasm	C00169	CHEBI:58228
s_0456[c]	carbon dioxide [cytoplasm]	CO2	0	cytoplasm	C00011	CHEBI:16526
s_0457[er]	carbon dioxide [endoplasmic reticulum]	CO2	0	endoplasmic reticulum	C00011	CHEBI:16526
s_0458[e]	carbon dioxide [extracellular]	CO2	0	extracellular	C00011	CHEBI:16526
s_0460[m]	carbon dioxide [mitochondrion]	CO2	0	mitochondrion	C00011	CHEBI:16526
s_0461[n]	carbon dioxide [nucleus]	CO2	0	nucleus	C00011	CHEBI:16526
s_0462[p]	carbon dioxide [peroxisome]	CO2	0	peroxisome	C00011	CHEBI:16526
s_0465[m]	carboxyacetyl-ACP [mitochondrion]	C3H3O3SR	0	mitochondrion	C01209	CHEBI:17330
s_0467[c]	CDP [cytoplasm]	C9H12N3O11P2	-3	cytoplasm	C00112	CHEBI:58069
s_0468[n]	CDP [nucleus]	C9H12N3O11P2	-3	nucleus	C00112	CHEBI:58069
s_0469[c]	CDP-choline [cytoplasm]	C14H26N4O11P2	0	cytoplasm	C00307	CHEBI:16436
s_0474[c]	CDP-ethanolamine [cytoplasm]	C11H19N4O11P2	-1	cytoplasm	C00570	CHEBI:57876
s_0475[er]	ceramide-1 (C24) [endoplasmic reticulum]	C42H85NO3	0	endoplasmic reticulum		CHEBI:52961
s_0476[g]	ceramide-1 (C24) [Golgi]	C42H85NO3	0	Golgi		CHEBI:52961
s_0477[m]	ceramide-1 (C24) [mitochondrion]	C42H85NO3	0	mitochondrion		CHEBI:52961
s_0478[er]	ceramide-1 (C26) [endoplasmic reticulum]	C44H89NO3	0	endoplasmic reticulum		CHEBI:52962
s_0479[g]	ceramide-1 (C26) [Golgi]	C44H89NO3	0	Golgi		CHEBI:52962
s_0480[m]	ceramide-1 (C26) [mitochondrion]	C44H89NO3	0	mitochondrion		CHEBI:52962
s_0481[er]	ceramide-2 (C24) [endoplasmic reticulum]	C42H85NO4	0	endoplasmic reticulum		CHEBI:52979
s_0482[g]	ceramide-2 (C24) [Golgi]	C42H85NO4	0	Golgi		CHEBI:52979
s_0483[m]	ceramide-2 (C24) [mitochondrion]	C42H85NO4	0	mitochondrion		CHEBI:52979
s_0484[er]	ceramide-2 (C26) [endoplasmic reticulum]	C44H89NO4	0	endoplasmic reticulum		CHEBI:52980
s_0485[g]	ceramide-2 (C26) [Golgi]	C44H89NO4	0	Golgi		CHEBI:52980
s_0486[m]	ceramide-2 (C26) [mitochondrion]	C44H89NO4	0	mitochondrion		CHEBI:52980
s_0487[er]	ceramide-2' (C24) [endoplasmic reticulum]	C42H85NO4	0	endoplasmic reticulum		CHEBI:52371
s_0488[g]	ceramide-2' (C24) [Golgi]	C42H85NO4	0	Golgi		CHEBI:52371
s_0489[m]	ceramide-2' (C24) [mitochondrion]	C42H85NO4	0	mitochondrion		CHEBI:52371
s_0490[er]	ceramide-2' (C26) [endoplasmic reticulum]	C44H89NO4	0	endoplasmic reticulum		CHEBI:52372
s_0491[g]	ceramide-2' (C26) [Golgi]	C44H89NO4	0	Golgi		CHEBI:52372
s_0492[m]	ceramide-2' (C26) [mitochondrion]	C44H89NO4	0	mitochondrion		CHEBI:52372
s_0493[er]	ceramide-3 (C24) [endoplasmic reticulum]	C42H85NO5	0	endoplasmic reticulum		CHEBI:52373
s_0494[g]	ceramide-3 (C24) [Golgi]	C42H85NO5	0	Golgi		CHEBI:52373
s_0495[m]	ceramide-3 (C24) [mitochondrion]	C42H85NO5	0	mitochondrion		CHEBI:52373
s_0496[er]	ceramide-3 (C26) [endoplasmic reticulum]	C44H89NO5	0	endoplasmic reticulum		CHEBI:52374
s_0497[g]	ceramide-3 (C26) [Golgi]	C44H89NO5	0	Golgi		CHEBI:52374
s_0498[m]	ceramide-3 (C26) [mitochondrion]	C44H89NO5	0	mitochondrion		CHEBI:52374
s_0499[er]	ceramide-4 (C24) [endoplasmic reticulum]	C42H85NO6	0	endoplasmic reticulum		CHEBI:60256
s_0500[g]	ceramide-4 (C24) [Golgi]	C42H85NO6	0	Golgi		CHEBI:60256
s_0501[m]	ceramide-4 (C24) [mitochondrion]	C42H85NO6	0	mitochondrion		CHEBI:60256
s_0502[er]	ceramide-4 (C26) [endoplasmic reticulum]	C44H89NO6	0	endoplasmic reticulum		CHEBI:60384
s_0503[g]	ceramide-4 (C26) [Golgi]	C44H89NO6	0	Golgi		CHEBI:60384
s_0504[m]	ceramide-4 (C26) [mitochondrion]	C44H89NO6	0	mitochondrion		CHEBI:60384
s_0507[er]	cerotic acid [endoplasmic reticulum]	C26H51O2	-1	endoplasmic reticulum		CHEBI:31013
s_0509[c]	chitin [cytoplasm]	H2O(C8H13NO5)n	0	cytoplasm	C00461	CHEBI:17029
s_0510[ce]	chitosan [cell envelope]	H2O(C6H12NO4)n	0	cell envelope	C00734	CHEBI:16261
s_0511[ce]	choline [cell envelope]	C5H14NO	1	cell envelope	C00114	CHEBI:15354
s_0512[c]	choline [cytoplasm]	C5H14NO	1	cytoplasm	C00114	CHEBI:15354
s_0513[e]	choline [extracellular]	C5H14NO	1	extracellular	C00114	CHEBI:15354
s_0514[c]	choline phosphate [cytoplasm]	C5H13NO4P	-1	cytoplasm	C00588	CHEBI:295975
s_0515[c]	chorismate [cytoplasm]	C10H8O6	-2	cytoplasm	C00251	CHEBI:29748
s_0516[c]	cis-aconitate [cytoplasm]	C6H3O6	-3	cytoplasm	C00417	CHEBI:16383
s_0517[m]	cis-aconitate [mitochondrion]	C6H3O6	-3	mitochondrion	C00417	CHEBI:16383
s_0522[c]	citrate [cytoplasm]	C6H5O7	-3	cytoplasm	C00158	CHEBI:16947
s_0523[e]	citrate [extracellular]	C6H5O7	-3	extracellular	C00158	CHEBI:16947
s_0524[m]	citrate [mitochondrion]	C6H5O7	-3	mitochondrion	C00158	CHEBI:16947
s_0525[p]	citrate [peroxisome]	C6H5O7	-3	peroxisome	C00158	CHEBI:16947
s_0526[c]	CMP [cytoplasm]	C9H12N3O8P	-2	cytoplasm	C00055	CHEBI:60377
s_0528[m]	CMP [mitochondrion]	C9H12N3O8P	-2	mitochondrion	C00055	CHEBI:60377
s_0529[c]	coenzyme A [cytoplasm]	C21H32N7O16P3S	-4	cytoplasm	C00010	CHEBI:57287
s_0530[er]	coenzyme A [endoplasmic reticulum]	C21H32N7O16P3S	-4	endoplasmic reticulum	C00010	CHEBI:57287
s_0531[lp]	coenzyme A [lipid particle]	C21H32N7O16P3S	-4	lipid particle	C00010	CHEBI:57287
s_0532[m]	coenzyme A [mitochondrion]	C21H32N7O16P3S	-4	mitochondrion	C00010	CHEBI:57287
s_0533[n]	coenzyme A [nucleus]	C21H32N7O16P3S	-4	nucleus	C00010	CHEBI:57287
s_0534[p]	coenzyme A [peroxisome]	C21H32N7O16P3S	-4	peroxisome	C00010	CHEBI:57287
s_0535[c]	complex sphingolipid [cytoplasm]		0	cytoplasm		CHEBI:26739
s_0536[g]	complex sphingolipid [Golgi]		0	Golgi		CHEBI:26739
s_0537[m]	complex sphingolipid [mitochondrion]		0	mitochondrion		CHEBI:26739
s_0538[c]	coproporphyrinogen III [cytoplasm]	C36H40N4O8	-4	cytoplasm	C03263	CHEBI:57309
s_0539[c]	CTP [cytoplasm]	C9H12N3O14P3	-4	cytoplasm	C00063	CHEBI:37563
s_0541[m]	CTP [mitochondrion]	C9H12N3O14P3	-4	mitochondrion	C00063	CHEBI:37563
s_0542[c]	Cys-tRNA(Cys) [cytoplasm]	C3H6NOSR	0	cytoplasm	C03125	CHEBI:29152
s_0543[c]	cytidine [cytoplasm]	C9H13N3O5	0	cytoplasm	C00475	CHEBI:17562
s_0544[e]	cytidine [extracellular]	C9H13N3O5	0	extracellular	C00475	CHEBI:17562
s_0545[c]	cytosine [cytoplasm]	C4H5N3O	0	cytoplasm	C00380	CHEBI:16040
s_0546[e]	cytosine [extracellular]	C4H5N3O	0	extracellular	C00380	CHEBI:16040
s_0547[c]	D-arabinono-1,4-lactone [cytoplasm]	C5H8O5	0	cytoplasm	C00652	CHEBI:16292
s_0548[c]	D-arabinose [cytoplasm]	C5H10O5	0	cytoplasm	C00216	CHEBI:17108
s_0549[e]	D-arabinose [extracellular]	C5H10O5	0	extracellular	C00216	CHEBI:17108
s_0550[c]	D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate [cytoplasm]	C6H9N2O6P	-2	cytoplasm	C04666	CHEBI:58278
s_0551[c]	D-erythrose 4-phosphate [cytoplasm]	C4H7O7P	-2	cytoplasm	C00279	CHEBI:16897
s_0552[m]	D-erythrose 4-phosphate [mitochondrion]	C4H7O7P	-2	mitochondrion	C00279	CHEBI:16897
s_0553[c]	D-fructose [cytoplasm]	C6H12O6	0	cytoplasm	C00095	CHEBI:15824
s_0554[e]	D-fructose [extracellular]	C6H12O6	0	extracellular	C00095	CHEBI:15824
s_0555[c]	D-fructose 1,6-bisphosphate [cytoplasm]	C6H14O12P2	0	cytoplasm	C00354	CHEBI:16905
s_0556[c]	D-fructose 1-phosphate [cytoplasm]	C6H13O9P	0	cytoplasm	C01094	CHEBI:18105
s_0557[c]	D-fructose 6-phosphate [cytoplasm]	C6H11O9P	-2	cytoplasm	C00085	CHEBI:57579
s_0558[c]	D-galactose [cytoplasm]	C6H12O6	0	cytoplasm	C00124	CHEBI:12936
s_0559[e]	D-galactose [extracellular]	C6H12O6	0	extracellular	C00124	CHEBI:12936
s_0560[e]	D-galacturonate [extracellular]	C6H9O7	-1	extracellular	C00333	CHEBI:12952
s_0561[c]	D-glucitol [cytoplasm]	C6H14O6	0	cytoplasm	C00794	CHEBI:17924
s_0562[e]	D-glucitol [extracellular]	C6H14O6	0	extracellular	C00794	CHEBI:17924
s_0563[c]	D-glucose [cytoplasm]	C6H12O6	0	cytoplasm	C00031	CHEBI:4167
s_0565[e]	D-glucose [extracellular]	C6H12O6	0	extracellular	C00031	CHEBI:4167
s_0566[v]	D-glucose [vacuole]	C6H12O6	0	vacuole	C00031	CHEBI:4167
s_0567[c]	D-glucose 1-phosphate [cytoplasm]	C6H11O9P	-2	cytoplasm	C00103	CHEBI:57629
s_0568[c]	D-glucose 6-phosphate [cytoplasm]	C6H13O9P	0	cytoplasm	C00092	CHEBI:14314
s_0570[c]	D-glyceraldehyde [cytoplasm]	C3H6O3	0	cytoplasm	C00577	CHEBI:17378
s_0571[c]	D-mannose [cytoplasm]	C6H12O6	0	cytoplasm	C00159	CHEBI:16024
s_0572[e]	D-mannose [extracellular]	C6H12O6	0	extracellular	C00159	CHEBI:16024
s_0573[c]	D-mannose 1-phosphate [cytoplasm]	C6H13O9P	0	cytoplasm	C00636	CHEBI:35374
s_0574[c]	D-mannose 6-phosphate [cytoplasm]	C6H13O9P	0	cytoplasm	C00275	CHEBI:17369
s_0575[c]	D-ribose [cytoplasm]	C5H10O5	0	cytoplasm	C00121	CHEBI:16988
s_0576[e]	D-ribose [extracellular]	C5H10O5	0	extracellular	C00121	CHEBI:16988
s_0577[c]	D-ribulose 5-phosphate [cytoplasm]	C5H9O8P	-2	cytoplasm	C00199	CHEBI:58121
s_0578[c]	D-xylose [cytoplasm]	C5H10O5	0	cytoplasm	C00181	CHEBI:15936
s_0579[e]	D-xylose [extracellular]	C5H10O5	0	extracellular	C00181	CHEBI:15936
s_0580[c]	D-xylulose [cytoplasm]	C5H10O5	0	cytoplasm	C00310	CHEBI:17140
s_0581[c]	D-xylulose 5-phosphate [cytoplasm]	C5H9O8P	-2	cytoplasm	C00231	CHEBI:57737
s_0582[c]	dADP [cytoplasm]	C10H12N5O9P2	-3	cytoplasm	C00206	CHEBI:57667
s_0583[n]	dADP [nucleus]	C10H12N5O9P2	-3	nucleus	C00206	CHEBI:57667
s_0584[c]	dAMP [cytoplasm]	C10H12N5O6P	-2	cytoplasm	C00360	CHEBI:58245
s_0585[m]	dAMP [mitochondrion]	C10H12N5O6P	-2	mitochondrion	C00360	CHEBI:58245
s_0586[c]	dATP [cytoplasm]	C10H12N5O12P3	-4	cytoplasm	C00131	CHEBI:61404
s_0587[c]	dCDP [cytoplasm]	C9H12N3O10P2	-3	cytoplasm	C00705	CHEBI:58593
s_0588[n]	dCDP [nucleus]	C9H12N3O10P2	-3	nucleus	C00705	CHEBI:58593
